Bank,Capital_ID,Capital_Amount,Capital_Ratio,RWA,Rating
Barclays,CP002256,4078021.390029595,13.208126110916012,6241883.040138171,BB
Deutsche Bank,CP002257,1234600.3323669392,13.06773462181701,6790111.583362034,BBB
Citigroup,CP002258,1879989.4820606555,9.164558551510966,11048803.116478492,AAA
Citigroup,CP002259,1021112.7846659615,11.2314915501567,1697134.8753911331,BBB
Barclays,CP002260,201437.17007893152,15.451353381022901,2331470.9299394875,AA
HSBC,CP002261,1966314.3072335098,9.44565871095928,550966.0111978569,AA
Barclays,CP002262,1478861.3533314553,11.08251804017125,616905.1909398584,BBB
Barclays,CP002263,2482581.9697886705,13.13236160159364,6630990.869582431,A
Deutsche Bank,CP002264,46466.20417316096,13.260343411982078,5619022.1423661625,BB
HSBC,CP002265,1239286.998918288,12.53064104107045,2385806.2443499677,BBB
Deutsche Bank,CP002266,7752605.768233083,12.706642911444895,418001.3114930498,BB
Citigroup,CP002267,2987604.5543402657,14.026411575686716,738950.0543911459,AA
HSBC,CP002268,1081273.126944265,13.334317636372049,142132.50554754472,A
Barclays,CP002269,191125.17072869843,9.445214508809084,645867.4583230171,BB
Barclays,CP002270,854472.7114479872,13.752694270282458,5440212.898107554,AA
Deutsche Bank,CP002271,4143200.160376074,13.792523971830738,10388532.258618543,BB
Citigroup,CP002272,299714.2124374968,10.535855846261878,422492.22872688354,AAA
Deutsche Bank,CP002273,2327691.0840949,9.603296396554553,25262125.51456208,B
HSBC,CP002274,74924.38504156443,14.12907910249842,9248332.816840827,A
Barclays,CP002275,883498.0462758028,9.895395870507798,3946473.065028602,D
HSBC,CP002276,762205.0509639852,15.583698052544666,196531.4576438069,BBB
Citigroup,CP002277,14215336.67574727,12.590537071122924,541517.9428609782,BBB
Deutsche Bank,CP002278,5234770.347792616,9.27185605893776,4708704.62229307,CCC
HSBC,CP002279,555749.1116036351,11.29019727356462,6800426.373288668,A
Barclays,CP002280,1277107.9777642144,10.497049102943368,9026203.287645975,BB
Deutsche Bank,CP002281,757210.967096933,12.345218385508344,3829172.744348859,A
Deutsche Bank,CP002282,106944.98844175227,15.939888546342175,11175177.638495678,A
Deutsche Bank,CP002283,167335.88862725697,15.112000041324684,7241113.676068475,A
Citigroup,CP002284,4834525.999435707,14.109753056225431,42026570.60052021,AAA
Deutsche Bank,CP002285,138946.9388395366,15.757369085816329,812844.1803469536,A
HSBC,CP002286,2701414.405081016,15.04010216318518,12248577.639008988,BBB
Barclays,CP002287,5641117.555609966,10.912426501096189,2357650.0484447326,BBB
Deutsche Bank,CP002288,521325.59495859355,12.770197779129663,2926624.039117938,AA
Deutsche Bank,CP002289,1434725.700031129,13.93356961896998,1271504.2071991758,AA
Deutsche Bank,CP002290,6112140.195107399,14.8940467434285,10527556.55955779,B
Citigroup,CP002291,319987.4095627605,14.868104902111893,717642.7953526223,A
Citigroup,CP002292,378824.3623562783,12.376445912681257,1671239.846477843,D
Citigroup,CP002293,2048526.432012448,12.582198308006685,38699224.65935603,A
Citigroup,CP002294,1560733.5156937137,14.352420971204689,3318217.2591779674,AAA
Barclays,CP002295,3738561.0364576494,12.38265936519694,635805.1396273421,BBB
Deutsche Bank,CP002296,7255317.707499158,13.713430145663562,674188.1935789898,AAA
Deutsche Bank,CP002297,2650998.8320533726,11.125124241638511,2506870.2147010034,AA
Barclays,CP002298,12709435.260760989,9.311199861599697,534618.223090002,BBB
Citigroup,CP002299,1990125.5975253512,14.039871282883627,5960903.707466408,A
Barclays,CP002300,7825448.32530931,12.26685901307792,143790.93052195944,B
Citigroup,CP002301,2246612.0842988575,13.11510849888063,5332220.932129028,BB
Barclays,CP002302,367235.84452161094,11.59593644553246,793308.5755504239,A
HSBC,CP002303,950596.1016656071,9.488517519194836,2604171.0672364472,BBB
Deutsche Bank,CP002304,1982153.773284699,9.635991215659146,6429256.04279052,BB
Deutsche Bank,CP002305,648073.2421466879,10.975356633206747,398376.863073541,BBB
HSBC,CP002306,629094.793983007,13.691192490111137,15252577.934194846,BB
HSBC,CP002307,1131133.215916471,13.862442026195506,10686410.345212441,BB
Citigroup,CP002308,221010.37241861495,15.42944677731505,11002327.150259364,B
Deutsche Bank,CP002309,755754.9407363833,15.161381424006764,1996183.179642807,A
HSBC,CP002310,1384890.6051617113,12.968442518305638,21232552.319846455,BBB
Barclays,CP002311,468300.97208590363,13.083015856541415,6384292.064553667,AA
HSBC,CP002312,378148.4476513228,14.89955128597268,1121547.9680831018,BBB
HSBC,CP002313,1189229.8106223778,9.136547983791983,510312.6840533802,BBB
Citigroup,CP002314,1359551.8090202538,13.255058662747661,1477123.4870741554,BB
Deutsche Bank,CP002315,770965.0016431264,13.132039926159575,1579639.7030785277,AA
Citigroup,CP002316,635906.7060202718,10.940220196126635,2806240.5831430433,AA
HSBC,CP002317,1470681.4028876158,14.627075360314027,10792279.09020469,BBB
Citigroup,CP002318,1474737.0074868794,12.897668742003,1933093.1321023442,AA
Barclays,CP002319,440895.03235727147,11.789820473506206,22359613.94307114,BBB
HSBC,CP002320,289261.3332441049,10.012016748233208,6681831.840539967,AA
Deutsche Bank,CP002321,4032618.649465841,11.744986001713913,769133.170347566,A
Deutsche Bank,CP002322,1346650.0280285282,9.56183677366101,16694540.93455431,AA
HSBC,CP002323,1203158.6861318615,14.778623129679037,3316311.32939428,AA
Deutsche Bank,CP002324,16435.79177175084,15.998790057288344,4704957.890246091,BB
Barclays,CP002325,1211821.8571667485,15.417452022209533,13125294.37190477,BBB
HSBC,CP002326,2348437.218892166,13.103297191235242,3986386.855876,BBB
HSBC,CP002327,1039901.6462817893,11.991450078032013,13132420.255207881,BB
Deutsche Bank,CP002328,4313690.765717388,9.660908978657638,4126660.528218376,AAA
HSBC,CP002329,433364.36973412556,10.965659052610409,4306208.623880745,B
Citigroup,CP002330,1814709.967264319,9.466191392249193,16456419.924944418,A
Citigroup,CP002331,1713492.7244783766,10.36347773306457,460545.76565439365,BBB
HSBC,CP002332,522701.7704017881,9.56184461825715,572518.8377300357,A
Deutsche Bank,CP002333,1313825.6447715287,9.09483016508663,2691827.349650167,A
Citigroup,CP002334,8332742.85750231,12.296555470452361,5121613.822293553,A
Deutsche Bank,CP002335,1727801.6332566214,11.696237829209615,2561104.548863869,BB
Citigroup,CP002336,1012946.8726026152,11.125226092480712,571738.674549999,B
Barclays,CP002337,480227.462105339,14.714778563093844,388273.663957456,BBB
Barclays,CP002338,17413105.25386484,15.197189311809602,811795.3139439144,A
Citigroup,CP002339,1042580.8717412393,9.128950312440974,91263246.22597261,AA
Deutsche Bank,CP002340,1593676.25483722,12.268098241087763,3834793.1594392727,AAA
Deutsche Bank,CP002341,204898.81667146977,9.746222579574317,8276128.809119214,AA
Citigroup,CP002342,1566388.9039619297,9.835764793691494,1690256.8679420794,CCC
Deutsche Bank,CP002343,4921535.346827629,12.370457866667111,287470.3460337305,BB
Citigroup,CP002344,898827.3631136136,15.127824101887702,13340927.214017173,AA
Citigroup,CP002345,3248132.4602326304,12.42296823239506,5664341.796334694,AAA
Citigroup,CP002346,3799050.1450139675,14.404218983910475,21811942.964454934,AA
Citigroup,CP002347,6815574.624354694,9.982384371190618,322650.03510056355,BBB
Deutsche Bank,CP002348,401422.30911143933,14.18762880466279,580109.1018208171,B
Citigroup,CP002349,604170.3888303466,13.880580574721227,32608534.451916415,AA
Barclays,CP002350,4259714.469449435,14.634607178375344,10591971.278571073,BB
Barclays,CP002351,549279.8509647718,11.675978678995355,1719210.7577654088,BBB
HSBC,CP002352,406185.6649423683,13.663816806626535,3227812.515163543,CCC
HSBC,CP002353,1808515.0124152545,13.215580120998322,137405.08875480728,BBB
Deutsche Bank,CP002354,1124038.5733737103,13.725796126131996,2373131.4456179515,AA
Citigroup,CP002355,1156043.5920228763,15.456208683346652,745821.5934797891,AA
Citigroup,CP002356,3240759.886894769,10.030222902440725,121161544.17867886,A
Citigroup,CP002357,4068390.167979312,10.686241788198622,16360768.81616589,A
HSBC,CP002358,919460.8066547617,15.536293701494703,3129819.7382246344,BB
Citigroup,CP002359,803419.2767030448,10.927716342605628,42478001.81321809,D
HSBC,CP002360,985471.6250930779,14.18717530886441,5904839.381203937,A
Deutsche Bank,CP002361,665746.2877686673,14.908363575233672,1894699.6768002703,A
Citigroup,CP002362,1354057.7117086516,14.864476526856524,3295947.8406954673,AAA
HSBC,CP002363,260207.64095290238,10.66117753256432,1011399.2827138585,B
Barclays,CP002364,600329.8293494036,10.414706735908524,1033711.7085062737,B
Citigroup,CP002365,3066363.993004651,12.199646381931588,7198884.493876609,A
HSBC,CP002366,2605942.9517504037,13.538523771693178,1996715.4137730608,A
Barclays,CP002367,6523298.87546661,11.092905049044495,1754016.9555964398,A
Barclays,CP002368,2843955.743164144,13.092782724293192,2384637.4510151627,A
Citigroup,CP002369,2549296.864068808,12.871728614486791,2634571.4957413846,AA
Barclays,CP002370,940313.046919585,11.519736922169912,2535344.351526565,BBB
Citigroup,CP002371,5858147.6464283345,11.954992139864254,1573684.5339405509,BBB
HSBC,CP002372,2126693.1938338084,14.825825409065457,12752876.021786382,A
HSBC,CP002373,2366855.796761,12.053413379380856,3004027.078687326,AAA
Deutsche Bank,CP002374,731945.807437284,12.502489558691877,3132810.0339424303,B
Citigroup,CP002375,4944849.217740051,15.131886618552553,11063403.791661233,AAA
Barclays,CP002376,1465367.3549148105,9.195260122807586,2649582.9540214958,BB
HSBC,CP002377,445993.2928673965,15.367184398772604,2171402.223396293,BBB
Citigroup,CP002378,384331.17149391666,12.495708054968643,807915.4214393728,B
Barclays,CP002379,223699.73031879318,9.224926848160324,1948527.3317057237,BBB
Barclays,CP002380,732510.7958590065,15.267145820507087,8012477.357450055,BB
HSBC,CP002381,711483.2738352204,15.109182044904475,615596.6554366885,AA
Citigroup,CP002382,3484058.0954842325,10.851589276123844,1678155.1208313578,BBB
Deutsche Bank,CP002383,1045134.5941499065,13.382407836273504,941865.678380097,AA
HSBC,CP002384,417405.6624902924,15.354577894729108,7296930.002058194,BBB
HSBC,CP002385,560933.9506259916,11.42194345753272,489958.2442200162,B
Barclays,CP002386,93033188.62347506,13.34778841705301,2886212.9429438054,BBB
HSBC,CP002387,1421917.5705472738,9.625966531699765,2945565.802661363,AA
HSBC,CP002388,1007913.8852704159,9.704546432160432,2153246.5336718215,CCC
Citigroup,CP002389,1785904.4167176683,10.75511306678198,2302215.441104413,BB
Citigroup,CP002390,12059915.059162784,12.139847122901742,3252281.276180576,AA
Deutsche Bank,CP002391,7889301.713682599,15.68364134360506,16143893.570975147,BBB
Citigroup,CP002392,234610.68778230398,10.827591811846565,251890.56328356708,BB
Citigroup,CP002393,558970.4579967067,9.497284849503457,9984823.246036658,BBB
Citigroup,CP002394,2541943.0379543467,10.832365497439785,2055595.11399287,BBB
HSBC,CP002395,460830.5369926758,14.321833878604522,12087563.292620968,BB
Barclays,CP002396,1636235.8020942032,9.100907828404097,3654215.181734717,AA
Citigroup,CP002397,3010603.0125312675,12.224858855118347,2272760.0718325605,BB
Deutsche Bank,CP002398,542764.6056363728,15.041262667336468,51276049.833400495,AA
Deutsche Bank,CP002399,502423.5599187902,13.926372457841339,4718552.636622278,B
Deutsche Bank,CP002400,307349.3062823328,13.613348070255013,6874157.664841299,AA
Citigroup,CP002401,4384970.969179472,9.377189665637603,23972204.509061776,BBB
Barclays,CP002402,2679783.4668201525,14.702865696327134,2301717.282354948,BBB
Barclays,CP002403,1966090.2593204125,14.91734431085334,2685769.8529365417,AAA
HSBC,CP002404,9281949.378036218,13.96004519278944,2733890.9574270025,AAA
Barclays,CP002405,761069.0314760328,14.80141506249187,10351293.246168565,AAA
Citigroup,CP002406,2305873.743984559,11.806410957084434,9349198.61197576,AA
Deutsche Bank,CP002407,689871.1988511905,10.75227502182299,16639562.426381722,A
Barclays,CP002408,387225.43348473567,11.015125766172407,1084174.9877367192,BB
Deutsche Bank,CP002409,2543245.472749512,15.476245302963406,3205123.7559824777,AA
Barclays,CP002410,4525902.326500476,15.930107596926177,6819377.170648876,BBB
Deutsche Bank,CP002411,2034877.8165922852,10.377772383365764,677489.8448156661,AA
Deutsche Bank,CP002412,1421405.6809623814,12.095981266854892,184629.9301854242,BB
Deutsche Bank,CP002413,3540980.8096799226,15.379720517158084,1226509.6686533901,AA
Citigroup,CP002414,1183324.2210801963,10.68002737113441,7518492.062861001,BBB
Deutsche Bank,CP002415,6626498.180313565,12.151620000472729,311248.98792681104,AA
Deutsche Bank,CP002416,1091753.4580582296,14.247002945284029,3192951.845599366,A
Barclays,CP002417,4639799.975884277,11.112267291315964,1296223.8715075036,BBB
Barclays,CP002418,4323777.811484849,13.775051621965435,23607860.60101111,AA
Deutsche Bank,CP002419,1025144.3472427485,13.462547056361299,2221533.3996282136,AA
Barclays,CP002420,645159.4709214651,11.179664293186802,2258267.5723129986,AA
Citigroup,CP002421,1140175.465448194,14.283483247581232,7362541.317752609,BB
Deutsche Bank,CP002422,1022298.9715482551,12.007785733617228,504724.3985713249,BBB
HSBC,CP002423,2127991.3743411438,15.792442594874583,16386876.808522107,BBB
HSBC,CP002424,152366.90182188657,10.338827355248464,1829082.836806985,AAA
Citigroup,CP002425,1133652.5122815473,14.257731163339043,8173771.063129176,AA
HSBC,CP002426,3651642.3568953504,11.807375575072008,2368047.641239305,A
Citigroup,CP002427,5182869.556267327,13.80324878054105,539329.880543542,AA
Citigroup,CP002428,724852.4120680161,10.458285843266943,1662579.654625937,BB
HSBC,CP002429,1299187.5032446582,9.516967615682022,2186290.625078203,A
Deutsche Bank,CP002430,2518822.466462895,12.275545294467706,6073404.473318707,BBB
Citigroup,CP002431,1250874.1056700845,13.157575897178033,38647820.08099794,AA
Deutsche Bank,CP002432,355335.0753401251,13.283781797219248,7536196.235765573,BB
HSBC,CP002433,94201.43715671201,9.415965011536699,1774423.4095380823,AAA
Citigroup,CP002434,744138.7249402135,13.747600497023692,2402898.1555494056,BBB
HSBC,CP002435,271508.2703077468,11.377196205252943,7462783.261703075,AAA
HSBC,CP002436,1157873.7061361684,11.805866248190634,10981781.898239635,BBB
Citigroup,CP002437,3981508.055060676,12.156901577567847,168706.33711387118,B
Barclays,CP002438,224198.9619904203,15.053036726077092,1291121.5609211205,B
Citigroup,CP002439,15103678.952936465,9.834416372319156,13551667.045495134,AAA
Deutsche Bank,CP002440,295330.80447626597,11.550621526230604,14054713.116139574,AA
Deutsche Bank,CP002441,55548.01470561016,9.978892915797369,431462.02272305987,A
Citigroup,CP002442,2484478.237426476,11.305555386145876,865472.5246022047,BBB
HSBC,CP002443,3869886.61920078,9.542415611942193,967605.7024533609,AAA
Deutsche Bank,CP002444,1234830.6804810006,11.223039862530442,22643579.358075906,A
Citigroup,CP002445,362408.2132189713,13.265649656538095,38771185.383364424,AA
Deutsche Bank,CP002446,4499507.110735493,13.559647584779507,319983.5342800424,AA
HSBC,CP002447,10713403.33811764,15.582108528287433,1026090.2119849571,BBB
Deutsche Bank,CP002448,2681818.287476814,12.842945563681726,12105334.056609523,BB
HSBC,CP002449,5442610.032007491,10.063839966333118,3269985.601880368,AAA
HSBC,CP002450,2105224.62379676,11.831642294414046,3651740.556867878,AAA
Barclays,CP002451,247123.01552763282,13.865986670416897,978107.1091920767,A
HSBC,CP002452,1891132.2619868997,15.220461960027496,17252707.54436746,BBB
Deutsche Bank,CP002453,2072507.289218435,13.5719753659181,715634.7685080386,BBB
Barclays,CP002454,582930.5881329505,12.972051312183432,23478724.44806102,AA
HSBC,CP002455,5557243.490094266,9.514181045051822,382239.2487070966,BBB
Deutsche Bank,CP002456,1874772.2577789142,13.624746699782587,5185567.994514774,BBB
Deutsche Bank,CP002457,1236913.4681966093,14.810950738545131,6456154.4289238425,AAA
HSBC,CP002458,5416014.160638508,11.360117292243714,677772.5956001964,AAA
HSBC,CP002459,1553604.9211713064,13.101825443614548,8148518.459018541,A
Citigroup,CP002460,830079.9452546228,15.758133210500855,54636453.14307156,CCC
Deutsche Bank,CP002461,637375.3603196369,15.62602817214143,751691.5568986665,A
Deutsche Bank,CP002462,1719768.2747229796,12.178014300794331,2361767.160030458,AAA
Citigroup,CP002463,675725.3352072254,11.16838005182182,74092883.24230067,BBB
Citigroup,CP002464,460027.16208389675,13.797053542133458,4946433.956361127,BBB
Deutsche Bank,CP002465,4497952.026140892,10.120653805762483,2531920.376318248,A
Citigroup,CP002466,2455026.5109166396,9.551529349185477,6722452.011647082,A
Deutsche Bank,CP002467,93741.64863637001,9.687316719352259,4058656.482398852,AA
Citigroup,CP002468,3513064.5163287167,11.672482367918652,2086744.0218046247,B
Citigroup,CP002469,4251297.767126294,9.982660537717447,1747351.0319368092,BBB
Barclays,CP002470,425578.5525258801,9.2669070231686,4447254.922880703,A
Barclays,CP002471,2251588.2610932374,11.109635835519288,533620.0221351142,AAA
Barclays,CP002472,148621.18338941745,11.209973903168954,36083690.14720986,BBB
Citigroup,CP002473,1382538.9793611926,9.193993823229595,1801669.6321695067,AA
Deutsche Bank,CP002474,553575.953063183,12.16592884189123,10785723.467677401,AA
HSBC,CP002475,3668646.299786326,9.872556032989708,8250108.672625313,BBB
Barclays,CP002476,125247.2505288068,12.028286061910354,1401483.8161406189,B
Citigroup,CP002477,252733.8100382079,14.074427083354973,24795962.37585596,A
HSBC,CP002478,991644.7640358523,15.464662225433731,800292.5079747295,BBB
Deutsche Bank,CP002479,1198141.637732574,15.153269887464834,2239854.114752663,BB
Citigroup,CP002480,414563.12032339536,9.640218710418248,8659484.183603365,BBB
Barclays,CP002481,2736249.077899788,13.73355713156814,763196.3605099228,A
Barclays,CP002482,1319244.3450250959,9.659833549483778,957367.3298822708,BB
Barclays,CP002483,9182952.427089129,14.516286257841365,13887542.30114383,AA
HSBC,CP002484,1448720.200827988,9.761561987292367,1226066.6904292859,CCC
Citigroup,CP002485,506931.95680746675,15.675454312433446,8866282.1640706,BB
Citigroup,CP002486,1695385.3150991288,9.044722843834489,2547243.2328385734,AA
Citigroup,CP002487,681861.9375863578,9.834069431974024,32446410.714059267,AAA
Deutsche Bank,CP002488,5037261.05960629,13.131583366319633,11477165.337433072,BBB
HSBC,CP002489,518556.23316475103,10.715317080682452,2713853.476373924,AAA
Deutsche Bank,CP002490,308860.4189859253,11.023815073755863,4105219.659235726,A
HSBC,CP002491,292733.37572410994,11.745567880666687,6831090.135457149,BB
Citigroup,CP002492,187435.27707097406,11.847257911435099,1145618.016128033,BB
Barclays,CP002493,2216056.54383364,12.755781329600296,3015779.722608345,A
Deutsche Bank,CP002494,98791129.2047647,10.870086722034515,537686.6568237338,AA
Citigroup,CP002495,1951366.3767091415,14.546143927385423,7224669.888469186,BB
HSBC,CP002496,579260.0279415745,11.325898663986372,949015.5070326597,CCC
Deutsche Bank,CP002497,691596.9492332692,14.312542696497676,11495688.990632381,A
Deutsche Bank,CP002498,4905033.018317247,12.442062579008425,3072389.3227279168,A
Barclays,CP002499,1927229.6705754804,12.96722226057221,856147.0653490386,BB
HSBC,CP002500,461503.7912654518,9.148166882795438,26968557.951581944,AA
HSBC,CP002501,2663562.542484975,15.662523650794363,662874.9102129621,BB
Barclays,CP002502,1740257.4585763768,9.86326123298782,6985470.742809906,AAA
HSBC,CP002503,2294890.2403807985,13.809646210210563,5847666.921186642,A
Citigroup,CP002504,4092534.131733758,13.714868151651139,3873052.4327011975,A
HSBC,CP002505,936205.7935853534,9.505802542134392,2207585.0786465015,A
Barclays,CP002506,517348.9621421905,9.98880481396838,76041.34422358994,A
Citigroup,CP002507,26979212.153825134,13.435773366026716,339015.554844096,BB
Deutsche Bank,CP002508,823379.226342787,11.0044232727453,23426821.423902683,AA
Barclays,CP002509,179233.20988954624,13.305032853946225,472245.2773438071,BBB
Deutsche Bank,CP002510,1079961.9740909417,14.697141873331004,7166636.147105303,BBB
Barclays,CP002511,1026553.2875626772,12.066698807432799,1356019.9659331266,AA
Barclays,CP002512,1543686.7249406136,14.282648872510851,238468.200832662,A
Barclays,CP002513,12754356.748939954,12.378014835933655,5735108.145018539,CCC
Deutsche Bank,CP002514,3476573.245210936,15.692619253040034,993591.6620982232,A
Barclays,CP002515,1634766.8025016903,12.02191658002358,7721041.986178624,BBB
Citigroup,CP002516,2386434.2552468423,11.85805633667553,3975869.3295375453,BBB
Barclays,CP002517,2668106.6857124795,14.654605086070477,1813706.1294849187,BBB
Deutsche Bank,CP002518,3086300.472609162,11.789495613713228,6643353.522980032,AA
Citigroup,CP002519,9102062.922066474,15.310493403187426,2198149.322878377,A
Citigroup,CP002520,606200.375017104,12.529529320607455,3908173.5027922955,BB
HSBC,CP002521,572951.5331989244,10.321906245666991,1693894.6552868497,B
Deutsche Bank,CP002522,2073067.306195925,9.579446521122412,811582.628223438,AA
HSBC,CP002523,1196054.773093078,9.384261380156001,12126107.970003689,AA
HSBC,CP002524,986226.0690495188,14.666392921222364,10939399.4546592,BBB
Deutsche Bank,CP002525,1090786.1026189649,14.17047744674672,2148005.455467516,BBB
Deutsche Bank,CP002526,10158580.28641312,12.921819306670283,2410700.3652134878,A
Deutsche Bank,CP002527,12649544.890186999,14.313693760493981,22780959.02000939,BBB
Citigroup,CP002528,318818.65964791883,13.836635077595533,10196027.533938771,BB
Citigroup,CP002529,1644939.0976269986,14.409616132918082,17088955.6558495,AA
HSBC,CP002530,564796.3491422482,10.04873462020032,772803.0036660997,A
HSBC,CP002531,1254543.404750536,15.670311029979523,90743238.20783448,A
HSBC,CP002532,1329109.7393022766,10.968841527960128,1419679.6896903934,AA
HSBC,CP002533,1306014.5851889728,9.367531976493503,9414676.805982973,BBB
Barclays,CP002534,4813482.289047395,14.693639788769556,5539583.426512216,BB
HSBC,CP002535,2302565.080395994,12.24736640621736,177763.58923729966,BBB
HSBC,CP002536,683008.9232163399,12.785229508110664,328414726.2721776,AA
HSBC,CP002537,688881.015049446,11.76874170160837,18013420.603074495,AA
Deutsche Bank,CP002538,610761.9049294003,12.388305989115727,3421403.2346892124,BBB
Citigroup,CP002539,33265.42806781454,10.546176961174313,4441662.9008292025,A
Deutsche Bank,CP002540,3409946.76197744,11.509597010670213,4697744.134016176,A
HSBC,CP002541,1140484.0779578784,11.930819784172495,2143734.5739442445,AAA
Citigroup,CP002542,3537555.887919216,13.593622614121688,3057708.167974873,AA
Citigroup,CP002543,3865782.0773140546,9.951246018419225,1041043.250011603,AA
Barclays,CP002544,128020.65091218044,12.423717625236481,1536139.2681534723,AAA
Citigroup,CP002545,1883730.1298101507,9.142573629364726,3140865.291437295,A
Citigroup,CP002546,2194248.660966362,15.09892276381129,295690.3766826175,A
Citigroup,CP002547,2929888.040207549,12.353788854917191,8500941.683462897,A
Barclays,CP002548,15677432.713572023,14.106143009871005,2699989.6218421,BBB
HSBC,CP002549,5907027.477888609,15.180641583071743,3992631.821407164,AA
Barclays,CP002550,6500899.034782364,9.728460069069115,7718725.419337693,B
Barclays,CP002551,43190.2681974681,13.645616836849094,20416027.324409347,BB
Barclays,CP002552,536195.9329007505,13.19803039920713,4511103.745800163,AA
Citigroup,CP002553,463029.5723187975,10.502377297884589,1914557.7422672696,A
Barclays,CP002554,4193841.8624086794,15.20824414813254,1700566.3028180534,BB
HSBC,CP002555,446726.46288067155,13.661861065790502,14059268.37385764,BBB
Deutsche Bank,CP002556,181250.2508968153,15.485409729688454,5555150.342400069,BBB
Barclays,CP002557,88285.52753863683,11.18499097194183,3642367.7250050246,AAA
Deutsche Bank,CP002558,4204894.582082224,10.47897619776597,4963181.60331567,AAA
HSBC,CP002559,839190.605361695,9.072072276570234,5920604.439260536,BBB
Citigroup,CP002560,229306.12950549257,12.314309955408195,5827153.954478647,AAA
HSBC,CP002561,467815.22885188065,11.453211030583883,853580.1967005985,BB
Barclays,CP002562,551523.2541233283,10.235429011224138,3508815.683975387,AA
HSBC,CP002563,5266576.266192342,9.161715787907047,4386580.439002926,B
Citigroup,CP002564,2483075.449107476,12.294784217453383,20831550.3851048,AA
HSBC,CP002565,500031.19458770397,10.965360672400575,987697.8486568873,AAA
Deutsche Bank,CP002566,26582353.94406658,10.147169085160076,1052977.3055610112,BBB
HSBC,CP002567,792047.4782352392,13.372407109856905,342839.4333295445,BB
Deutsche Bank,CP002568,2482063.6979599143,10.601601773062658,2213105.9919153736,BBB
Barclays,CP002569,1416916.069693917,9.836617448012927,12665205.991647473,BBB
Citigroup,CP002570,365673.2792332595,13.993674845739575,23359892.907889456,AAA
Barclays,CP002571,1856236.9458993152,10.892568830768182,12427981.126303388,BBB
Citigroup,CP002572,383765.5430878836,10.801212546040215,2890409.1964695076,BBB
Deutsche Bank,CP002573,15885701.782609262,9.811604784632895,8734462.675636718,AAA
HSBC,CP002574,1348697.7916197227,14.568080639878133,3249035.8183467155,A
HSBC,CP002575,3556679.075709695,13.844676570975798,870496.3448406463,B
Barclays,CP002576,662214.7862211264,14.863067961851295,3999309.564002238,BBB
HSBC,CP002577,498277.0648003793,9.279101984361887,13221531.07478771,B
Citigroup,CP002578,1771764.0742394722,11.966399170457345,17017370.847020805,BBB
HSBC,CP002579,1714830.473563072,10.247607841901495,21811608.69315274,AA
Barclays,CP002580,1548710.9672993734,9.791023561478639,1342642.782117634,AAA
Citigroup,CP002581,1582956.595157778,14.956146778769396,11693901.731710875,AAA
Citigroup,CP002582,1816548.6854318744,15.17721657676569,755107.4711805998,A
Barclays,CP002583,176557.34616665822,11.750102946420414,5357719.003354376,AA
Barclays,CP002584,1199553.9699437486,11.044767974969643,13439974.336922655,BB
Citigroup,CP002585,3941771.7184089255,15.650780645132475,2428278.665274398,CCC
Citigroup,CP002586,473321.7147896492,14.337860287854173,5756215.35799069,BBB
Barclays,CP002587,13665037.899118245,12.841424261610562,4827916.6069543045,A
Barclays,CP002588,2120828.3939766446,9.92523924636821,4614880.689831037,A
Barclays,CP002589,883643.0779937024,14.258170105538182,12750729.982566424,BBB
Citigroup,CP002590,95348.63287630293,11.13085472139665,1319227.723574211,BBB
Deutsche Bank,CP002591,372808.37883125554,9.187215035147783,126167.66668426491,BBB
Deutsche Bank,CP002592,711747.7564415062,9.759604256869437,31654318.464519158,A
HSBC,CP002593,4530458.876749531,15.746631718635705,6807121.462028063,AA
HSBC,CP002594,231873.1955239766,10.283360616474987,524828.233454091,AAA
HSBC,CP002595,6165460.013720903,15.69302415952698,2712845.5721994955,AA
Barclays,CP002596,247496.8390944429,13.773858900793194,1063896.9414019943,AAA
Barclays,CP002597,3414586.8663678826,11.787385849417333,28297019.099770956,BB
HSBC,CP002598,1991841.7188032533,9.67077164771936,4165477.314512264,A
HSBC,CP002599,2295344.5749588916,10.216210166935255,10939456.532037724,AAA
HSBC,CP002600,1286070.8937346886,12.828586236525936,3466440.8100751713,BBB
Barclays,CP002601,4084056.1840421082,11.656262123687494,3468819.1100854357,AA
HSBC,CP002602,825142.0657313446,11.884299757366122,1635294.5426109675,B
Deutsche Bank,CP002603,432043.3858484728,11.009768187324033,5723998.5965922205,A
Citigroup,CP002604,186580.4797139334,13.089551131542953,1318176.316166252,AA
Citigroup,CP002605,2839766.6116441274,12.194668015664112,962645.6345333505,AA
Deutsche Bank,CP002606,401524.0314642234,9.280922365353936,19810709.784974217,BB
Citigroup,CP002607,3215477.0352775077,14.155671261557572,3412750.0825048033,BB
Barclays,CP002608,2757970.7142525697,13.995353811171803,7695819.78231386,BB
Deutsche Bank,CP002609,1454246.6707914206,14.605179204203008,5543843.799636316,BBB
Barclays,CP002610,491145.52603759564,14.527694337133497,2906962.4746615184,BBB
Citigroup,CP002611,445475.9805663369,13.494486978780845,390908.6969418255,BBB
Deutsche Bank,CP002612,826102.6921802246,10.379797678671975,2454936.4003804247,AA
Barclays,CP002613,3497143.9510862646,11.462901977886178,159964844.06944248,AA
Barclays,CP002614,4941015.927371824,11.859809719409046,199813.45050668163,A
