Loan_ID,Principal_Amount,Days_Past_Due,Loan_Status,Credit_Score,Collateral_Value,Commitment_Amount,Provision_Amount
L011179,40478.70317213913,30,Active,621,435172.9879319911,375419.9859715377,72121.29760490621
L011180,726564.748864218,0,Active,366,235767.1486342726,396827.3388440952,98253.50763746804
L011181,906414.0052160415,0,Active,397,292710.0344417506,95530.0267499608,49879.51570501534
L011182,797624.4472963833,0,Active,413,426855.3449502762,89154.63731179608,98099.70742205542
L011183,587994.9398991684,0,Active,715,431586.57283323567,305352.0054879215,27589.448860317145
L011184,674590.4779625812,30,Active,312,425647.0727344048,457023.91642375005,58103.78547483495
L011185,990289.871359155,0,Active,521,435407.28096773993,402179.4205574606,54515.35762583499
L011186,99755.46762424493,30,Active,722,508904.5481393027,192205.02574829778,79593.63833423734
L011187,670572.3803469072,180,Delinquent,320,12565.514278637569,329181.66762488976,26140.20920535187
L011188,290563.7176248879,0,Active,795,111857.91996140235,127416.87526923639,25916.474501198805
L011189,643689.4926203084,0,Active,514,376221.7807708219,235870.55086042703,35481.222427218614
L011190,611547.3401250994,0,Active,443,566712.3982369454,267737.7343803923,58410.38044895792
L011191,161922.26378708045,0,Active,789,407413.807289254,318870.3342599982,13539.51283785889
L011192,214679.17928283676,0,Active,639,503153.92198942124,200179.2701533994,95492.10238934204
L011193,625413.2822627814,30,Active,411,776555.5048074344,16006.72659502822,46062.293455209
L011194,136947.6478307364,0,Active,681,584052.6434220362,464028.0569447813,50334.93730878463
L011195,272529.06637901964,30,Active,377,751893.3266361986,478120.36505562614,41074.07103402988
L011196,836893.0922606224,30,Active,385,15204.394707528569,343495.82243413676,38727.77712362063
L011197,333820.5909416222,60,Active,660,357726.85481123993,133184.8027707477,45636.58890874388
L011198,493179.5547069663,0,Active,783,283612.5143186385,297371.2951215454,24238.922256640217
L011199,941728.9317943819,60,Active,773,564419.3520622746,138052.01069341294,14787.992066365474
L011200,234877.59794857682,0,Active,375,743549.1443868598,349416.3592297507,43632.64779168846
L011201,395729.75718443026,0,Active,330,32225.717320469816,180142.69400582512,67646.65473628693
L011202,610393.1977881101,180,Delinquent,659,45843.90494758948,278723.67363253655,35643.52772240289
L011203,757785.5402089325,120,Delinquent,623,538268.4532762845,29472.513194445604,10798.929153158266
L011204,902636.8528455781,0,Active,467,276843.61360264686,498095.7924284969,52396.14275120226
L011205,916318.25769778,30,Active,582,162416.68693619556,331074.60095281893,52407.12554555324
L011206,778873.6736288967,0,Active,519,763771.5169858966,470021.3479469575,16891.427282812034
L011207,236047.52822737733,0,Active,571,11231.133733770537,372273.7980859924,34309.25568425775
L011208,34561.23674214014,0,Active,666,219183.76289952378,280942.49778780184,78931.22427362094
L011209,389936.19105206756,0,Active,412,265356.41675573227,368219.7560566741,3215.995472007793
L011210,150133.3624779451,0,Active,824,626225.4714882475,234648.48854898268,9505.195430043701
L011211,713283.770963915,0,Active,663,449392.8572005279,479647.8043021355,70067.44098630779
L011212,664519.2809574596,0,Active,587,262698.7912714865,387166.1862366513,57247.976241762386
L011213,53531.92520524029,0,Active,354,135802.7510292115,60520.20454545559,57881.80503811299
L011214,838227.8413396416,0,Active,542,174304.568304939,475328.3252792957,45768.778876994285
L011215,256255.83362827045,0,Active,452,30939.354956908803,287883.5771501461,8589.864035458717
L011216,437904.8047361318,0,Active,468,669491.5293226019,225233.77869250512,5290.444181150078
L011217,671254.398101185,0,Active,408,93748.34730962105,396095.2524629683,32416.201330823147
L011218,435124.5989837308,0,Active,637,658437.2316794142,114341.14322985,5665.5744175619475
L011219,446874.92477194394,0,Active,335,111341.04545878962,479100.4451073393,56527.342136921376
L011220,74971.71538238297,0,Active,639,724726.3154991731,83167.74578509667,67902.84778200417
L011221,407429.11376740376,0,Active,430,542808.6365723931,147841.29980233818,61827.56594265917
L011222,767199.4142877837,90,Active,358,281626.2399331871,444520.0296256375,72933.76753159678
L011223,916024.5738147318,0,Active,790,314155.1275660642,304166.58903799846,95207.60667853839
L011224,419362.165692738,0,Active,459,227648.07205684026,427259.9814657308,96744.67554135322
L011225,429349.96861028805,0,Active,628,169032.0327942776,99667.26923494345,28548.281608067427
L011226,705600.8352604156,0,Active,667,728854.5596409172,401891.8233978759,29161.92726603081
L011227,943344.2810942238,0,Active,643,147536.6005430063,89195.1173408062,74337.73790192582
L011228,274390.33083696663,90,Active,611,140758.78988141337,371610.267607407,99000.88736949308
L011229,445742.76447255746,0,Active,513,288211.1296242113,77273.23130396596,41286.7212304336
L011230,798013.5111167781,0,Active,457,787454.9344965313,171486.2056925759,18530.318278710147
L011231,613596.6336802981,0,Active,463,371933.7808811321,238104.99211726736,72877.67199986543
L011232,119480.48052431518,0,Active,581,284277.59280127275,459416.3065325236,38529.36184409903
L011233,631455.4082066431,90,Active,349,798840.411050923,365864.3753231484,8001.846433301541
L011234,194878.82175135362,0,Active,429,592033.4403102457,140879.34049447352,74865.06204098329
L011235,515113.7747376201,0,Active,661,755700.2494714294,223225.64361907082,40813.308842939376
L011236,533812.2349838341,0,Active,562,199138.41934518047,175020.02342292733,59134.617147451965
L011237,877441.328602735,0,Active,454,603357.0816933763,469927.92594208906,69190.88858379975
L011238,467869.3312723138,0,Active,635,712516.8405953378,87314.34495080986,82086.71981600215
L011239,286647.9980135353,0,Active,604,423489.89346157806,457843.2420371552,62143.343103318985
L011240,238656.68473387125,0,Active,345,339106.2741009578,413930.79236707394,93591.47439665187
L011241,875509.3579174927,0,Active,547,236765.89856038106,64346.21265060897,48479.26418837745
L011242,179300.74587404612,0,Active,512,453820.61588576355,136570.4865189719,53029.98616924215
L011243,431609.8752743123,180,Delinquent,709,153712.0292799056,355211.3124360043,30409.706398390736
L011244,195301.38377767752,0,Active,808,345477.01529363985,353643.62603916967,13189.70841447361
L011245,775570.9997132316,0,Active,301,546033.3632557006,116843.72488343137,62852.430964823536
L011246,479628.9135748728,30,Active,619,521884.8384345263,316802.6792671029,29259.179445754547
L011247,357632.2536512439,0,Active,552,559914.8484159788,343736.632121526,71416.99526647478
L011248,367488.6442202022,0,Active,771,469240.04821689456,36008.76758579613,62066.40593430608
L011249,853692.0646557496,0,Active,388,2104.286562450408,190476.37220972724,28131.856217283756
L011250,558236.2147514938,0,Active,314,21388.344158857995,453109.1129969526,55739.80644464547
L011251,720689.172619951,0,Active,464,464208.1405188197,450249.5925679752,98834.90771988349
L011252,898068.1310881777,0,Active,726,772769.5538653602,330917.0993460202,88233.68843838737
L011253,902724.2592802356,0,Active,774,155559.5805720296,326347.33218084264,41680.345905070884
L011254,335223.9637944845,0,Active,718,573906.2557495969,427705.968238884,68740.51624797667
L011255,952926.7505149214,0,Active,709,346564.70140222495,171077.27967973764,18330.158082398906
L011256,34627.12319445939,60,Active,768,111276.82145043681,24828.592317913568,1014.6632686845902
L011257,383067.205406004,0,Active,736,26622.787945729255,423189.2018680981,83952.9493047439
L011258,896840.8689337531,0,Active,504,570700.1186537404,156092.37606845304,41415.485815522
L011259,281890.5110188131,0,Active,329,115149.00721613284,336378.8957667781,18150.72330137456
L011260,280350.6358181052,0,Active,821,238743.62036976163,244085.3094030206,31529.804855791266
L011261,309596.06223106984,0,Active,584,321102.55578394275,72390.86983359477,92262.03754291729
L011262,616190.250998453,0,Active,691,564698.467418173,209198.06812969316,89238.78143735051
L011263,443949.44785821025,0,Active,736,310097.2992000978,131256.71074620754,65093.07832215058
L011264,729467.4879898091,0,Active,438,309032.23508791055,4131.905420763582,9205.593595358352
L011265,895961.5361390192,120,Delinquent,713,635387.0505273499,261959.51971517052,71798.98497545515
L011266,677457.381193432,0,Active,847,5584.911434523754,282030.27714404813,89013.28953751938
L011267,212422.05299559975,0,Active,829,603085.58001774,152969.8893248558,91897.82477042665
L011268,933355.0833368972,0,Active,436,417343.6811303323,147095.32633347833,38638.3122765387
L011269,271847.94461400376,0,Active,689,433345.23731212615,223486.38322859094,16938.33142559916
L011270,158395.35237487653,0,Active,497,276445.6542144017,308855.48566951154,96091.39018293652
L011271,99067.6060723513,0,Active,705,73989.5020859212,484268.51331358636,81043.7716891999
L011272,567749.9032595039,0,Active,756,72666.78406467842,238882.80805693363,43269.97845647391
L011273,122624.83785584528,0,Active,753,272672.1925886859,466789.8763760325,63207.51514626722
L011274,147388.12527150445,30,Active,386,576329.4941075216,487478.4362925826,39752.77139395173
L011275,307030.1757895417,180,Delinquent,508,713317.1610167574,304135.2250038459,45724.62479188649
L011276,288836.4795876192,0,Active,523,649779.7236116991,280313.6963031983,32779.49288447908
L011277,608197.1152288208,30,Active,552,638334.6280672061,30127.52894249138,5562.538687820018
L011278,818577.8266779546,60,Active,459,4586.584725338838,111603.25450725255,99711.4243839789
L011279,763736.1596408635,180,Delinquent,528,153293.33774982655,499080.05165359506,23954.33119643834
L011280,269859.610169312,0,Active,494,756070.3265968118,373047.1899916154,29009.02865485452
L011281,252857.39300612014,30,Active,676,696133.1071351218,333988.7368345674,32494.67859641273
L011282,966133.6148058979,0,Active,443,101384.50543835314,283329.3081481445,24428.0075078105
L011283,18153.879176040522,0,Active,429,508933.1463224304,341404.02790621977,32580.33911185959
L011284,880923.3277296136,30,Active,750,346501.421183058,340377.53278966027,56664.963056958826
L011285,207731.2339311809,30,Active,340,6146.844707975152,110771.09839955052,7913.0535953483295
L011286,947811.4798588702,0,Active,313,640121.9886416097,392380.7343991613,7153.671435100484
L011287,348884.2119792445,30,Active,732,754507.8775757103,232638.9622455886,46204.8927861162
L011288,445948.2561543198,0,Active,732,736622.3593336324,350781.60530327604,69662.41993536838
L011289,710049.4078049372,0,Active,838,307421.24513311905,173760.29574502772,21734.73897467685
L011290,591792.3609585277,0,Active,722,630251.9063840783,288715.08215033496,52017.194609740414
L011291,324759.93640975456,60,Active,628,398382.7886834197,367581.9968234299,44046.979444534525
L011292,558292.6067091452,120,Delinquent,821,783991.1532887503,305887.3456147863,45224.03142948733
L011293,733399.8155192573,30,Active,384,770628.7005180194,316672.43883851444,70159.58923233538
L011294,51911.59644346717,0,Active,301,618682.4516381886,92615.19057475292,59712.988149809185
L011295,21087.312203147078,0,Active,506,377064.7141298654,252948.17941669235,46959.64648842834
L011296,463486.2696821624,0,Active,711,721549.4128560951,137164.38020936394,27035.511241399236
L011297,140518.25162547905,0,Active,420,179165.56268957863,185104.37720308048,58526.17326928693
L011298,667700.8485500673,0,Active,756,171376.72602322188,400914.45786767843,13738.152512231727
L011299,221911.93166515985,0,Active,841,446588.80162376846,23830.898881000317,41591.72185012536
L011300,438522.59572771424,0,Active,308,655237.0315110954,128727.52510560548,13474.053419622745
L011301,205694.22750552627,60,Active,611,49681.72210623702,394587.7802072265,31814.33705207839
L011302,552998.7498916333,0,Active,503,627757.9275507529,423173.72701511654,63674.98856462583
L011303,124892.92479072322,30,Active,799,759458.6928701045,106485.42908182523,78677.4902048971
L011304,32875.784259605454,0,Active,444,436798.37690082774,82631.52207132995,23559.561846511224
L011305,60620.321725630216,0,Active,700,170845.75185064343,399633.67425406066,64182.91750715512
L011306,954715.8571001568,0,Active,782,505337.2597220077,358675.1939107986,27336.459358437594
L011307,150863.35642482646,0,Active,399,157462.38665804695,281599.680191806,41548.223920817065
L011308,711393.4706054669,0,Active,502,312376.56065799744,229003.47010478823,91434.37993094807
L011309,77246.94218059798,0,Active,507,559704.2882022813,437640.1371189928,10113.516931656497
L011310,117078.74871283035,30,Active,566,305086.67775180173,139668.78002906326,98393.35682498594
L011311,513787.48889524135,90,Active,805,387493.1750368016,323772.49839161854,64240.38670204684
L011312,470222.22085280024,0,Active,549,436202.30996514665,465002.57798794005,60895.08372295836
L011313,952064.5063454709,0,Active,738,271538.13093558553,85970.55342260662,21449.70263919702
L011314,945387.0984905299,90,Active,686,61056.85647964636,96605.8543924156,19458.714772142026
L011315,781812.5561170405,30,Active,761,408718.00534254266,59377.335803972586,92290.88779275403
L011316,606080.8118260762,0,Active,795,390250.3287498851,133515.84574118475,16026.854916563048
L011317,460410.7142190809,30,Active,436,341193.86055352027,284426.08398206235,17171.30420863162
L011318,362616.74898513686,0,Active,472,147587.86410636615,164682.37553484255,70030.38574442938
L011319,947616.6715057999,0,Active,301,41838.36969936659,279661.0940201599,70441.95122823855
L011320,606879.7233104387,0,Active,418,661310.8050171708,241506.497857663,39838.10841607519
L011321,583281.8024091346,0,Active,797,425853.2463137744,265468.00468635146,90753.9245564218
L011322,239582.11055122572,0,Active,419,784233.0307977996,475961.7958782123,91922.57840316389
L011323,56230.83970626194,0,Active,676,782259.0586168362,103485.66658524732,84137.4702475902
L011324,945736.693961949,60,Active,448,464059.52402089554,335334.34973800805,1606.0071342031135
L011325,320597.9062562074,0,Active,518,392098.0336670925,237433.9232943208,30213.058658514412
L011326,448163.1330912141,0,Active,482,149160.22145149403,339773.1153000482,29034.61194947221
L011327,123493.54414984977,0,Active,815,303468.57245374983,299073.6638453595,6560.82012126239
L011328,838555.0866101991,0,Active,497,628344.7447525302,378155.74247890554,89308.28660854617
L011329,37355.51452737132,0,Active,673,770579.2121096107,266876.8253554231,99259.80684116432
L011330,835650.8544781056,30,Active,742,479862.3836838679,350885.19358229963,14335.65035543709
L011331,148882.1626600871,30,Active,325,493509.5372469857,367639.71952112135,28527.32035334913
L011332,887698.4715048405,0,Active,757,753965.7734250922,89045.24199033398,2671.392382528348
L011333,732474.9109627958,0,Active,412,101553.42239243144,462452.6413862238,11544.190681996413
L011334,173023.55988223205,30,Active,528,489472.472677924,362291.231865088,49954.07649479911
L011335,570159.8129308734,0,Active,659,468342.07711473183,48392.560272011666,36791.49989978361
L011336,319529.75121166726,0,Active,684,164076.67844640193,430438.02876656887,42373.21362906425
L011337,186450.7679224676,0,Active,740,619052.9184906005,95374.62333371227,66616.12709689712
L011338,860590.3774169973,90,Active,397,95361.50761670186,293186.5648937788,9768.545271024632
L011339,409487.5388421571,0,Active,603,50593.64470501286,156558.99590936856,84776.26792024945
L011340,404558.2772217287,90,Active,320,388908.24864639237,287880.75419605034,86559.83810130082
L011341,178187.8080585538,0,Active,474,239776.93692181612,444071.0829876282,16297.615215288919
L011342,389235.0193249209,0,Active,578,348909.2657599382,445337.0461088114,63482.80858829097
L011343,872900.6778655617,0,Active,507,90072.08753503537,393026.2488952839,69035.78901055793
L011344,369497.42338473955,0,Active,683,361921.924346034,407360.4024462294,17378.471378834725
L011345,952087.5268747902,0,Active,604,351682.71534459235,253856.54400717517,37478.69428222599
L011346,946845.8102163036,0,Active,654,773238.7509735363,434190.4939703115,69226.69871882063
L011347,153449.67271427257,0,Active,330,578055.2793394128,233534.9330182097,67305.21442508111
L011348,185538.14098741842,0,Active,424,736378.3701914946,104166.68210318558,83867.89845568301
L011349,864047.3296285702,30,Active,730,624987.4477902245,448975.1893550996,13252.076080851837
L011350,398833.309735472,30,Active,590,630273.5383850135,229775.72650741285,32285.60264050162
L011351,14330.242460179245,120,Delinquent,758,692582.9224831059,300392.20418741775,75284.81268314032
L011352,281133.1015083173,30,Active,333,204713.3242521257,313249.19641636894,24874.274224622684
L011353,601652.7032636043,0,Active,826,341371.15185349697,41133.22818205417,53709.056069023754
L011354,801273.3063003684,0,Active,640,700167.5082906566,176991.94866403445,13727.880502935508
L011355,142054.73092232697,60,Active,636,53536.22933899098,179396.5087448365,15703.62357485624
L011356,119435.95077256799,0,Active,469,44100.46000412944,358362.46087384666,25597.1872059773
L011357,922871.7270366083,0,Active,445,518359.73608080554,338614.74062438373,29396.976106228347
L011358,753636.8841443568,30,Active,849,727647.2161417453,494461.5262078918,4178.150949473591
L011359,593881.8047702977,0,Active,619,635361.7919315264,365528.0626153924,85585.2076973661
L011360,771494.9220959687,90,Active,328,639210.9870028574,111363.06761825549,4392.73188293301
L011361,434565.8176935721,0,Active,673,287980.0051093099,172869.61724433742,76278.83685855204
L011362,760871.1898360352,0,Active,670,473360.3287681512,83528.70620178299,28698.33317859578
L011363,378084.9613617904,30,Active,309,617190.1394708751,431003.48677483405,39841.72604470564
L011364,251653.62676767632,0,Active,715,634992.0986980816,422941.8899140894,57796.56739654489
L011365,731723.2870800389,120,Delinquent,414,464466.6670733929,456793.99410628964,22472.815801191216
L011366,425475.56923569564,180,Delinquent,383,640305.2118835176,329877.38311049464,7672.633429318676
L011367,981563.3332829329,0,Active,355,21552.55645704486,134431.56294988113,95711.24262461129
L011368,355990.33048502,0,Active,599,754073.7412300969,448339.0909443367,82826.73126721306
L011369,922510.1463257553,0,Active,521,696461.8003823705,136353.44955762208,75937.58570327607
L011370,933632.9230814087,0,Active,532,41557.84143038046,192038.62687098194,53449.9359726744
L011371,249434.4175940987,60,Active,477,335460.8888255747,10936.221029769378,63764.270334638226
L011372,800238.9697721333,0,Active,373,735581.3057651473,289000.8293613121,86436.25673076203
L011373,438743.76009311946,0,Active,587,410235.50878679426,217784.86812948383,38887.35719262675
L011374,918349.4799580446,0,Active,645,73160.66460918212,323949.8461035894,10458.538644140814
L011375,455623.0299088864,0,Active,352,773216.5423388932,483971.85382288933,84096.18075042
L011376,746860.6801639925,60,Active,731,286794.1181171025,28640.884692348878,6274.262996446633
L011377,472297.7350721599,0,Active,764,412997.9837192232,45740.858869539436,91857.30397828667
L011378,235522.74815572763,0,Active,417,505563.9674730734,282059.6330410981,72193.03679435818
L011379,207356.62765523943,0,Active,517,665949.250783408,498946.85660267755,44543.152369308
L011380,431176.8823137821,30,Active,841,698497.1914974339,143997.72595169142,61535.939739994225
L011381,757939.7104440727,30,Active,581,522472.48306890874,268224.5989765107,53503.53455299738
L011382,609020.7703289591,30,Active,597,758734.427677132,101856.27389296415,40156.53436985296
L011383,691742.9970015378,0,Active,597,175214.55958542324,264867.19801081356,12855.016702912204
L011384,289503.087224623,0,Active,338,723867.1950798302,91684.78083950498,80833.74248041409
L011385,486620.99249802943,180,Delinquent,616,152074.20233970642,88559.50226732696,58774.82725128572
L011386,53951.312319633726,180,Delinquent,602,715552.474065234,169342.3302651172,70253.53796844844
L011387,819357.0917985394,0,Active,479,172707.6697100097,469809.57635586243,20842.315590600734
L011388,989993.2406174759,30,Active,460,575399.2986696146,329722.20909962204,20130.101093502828
L011389,412810.2719984242,120,Delinquent,454,653566.3509035985,185836.42956932716,83899.08102779939
L011390,20854.016600227915,0,Active,456,312422.6961545717,319336.67803036503,54735.275015070365
L011391,178094.7131554379,0,Active,683,90798.77352732382,99748.94069710527,45285.770592170535
L011392,656001.6089729146,0,Active,583,290009.0764703079,318733.73921504774,9326.455233495944
L011393,615958.5250218206,120,Delinquent,750,49298.640525900075,460125.12671186903,42618.9471955511
L011394,789986.0723896885,0,Active,661,527446.2231650612,468470.97596278955,70357.88595426238
L011395,261345.1708514575,30,Active,776,557736.7885062424,293239.67541279533,10363.430748404178
L011396,765995.5963916627,0,Active,443,214661.2117976246,439798.9403180952,2917.759209935744
L011397,691104.1813084331,0,Active,399,521275.09404648864,193654.4940945595,55316.85437809737
L011398,329586.35273670487,0,Active,556,46808.66337047966,442792.4382217426,31615.23461853081
L011399,550033.2665763923,180,Delinquent,637,25226.986080807023,167084.26893763067,90598.59332209181
L011400,155801.07041334346,0,Active,687,326406.7833319804,351569.1016211777,59256.1193605878
L011401,458038.8584012268,0,Active,431,387553.9894727186,459455.63087801356,30044.91210734632
L011402,882385.3661600845,120,Delinquent,703,14888.87195722075,282505.5111786281,31390.875469301016
L011403,426979.4660271369,0,Active,618,471932.28507599985,137291.93078369627,12907.661853672314
L011404,841171.0394106677,30,Active,766,666204.4411331131,348967.17116709304,43763.65749673147
L011405,594350.8316070974,0,Active,415,328408.05643023475,56380.346303098464,6843.032722430242
L011406,199957.9459713332,0,Active,356,597640.7218434379,172876.79583209343,44065.27168403241
L011407,585295.1822509174,0,Active,676,120899.77897972518,447939.6614786315,12051.083761510929
L011408,510923.49586549285,180,Delinquent,575,423668.3441049518,368505.4315066811,67717.41330770726
L011409,404654.92184442014,0,Active,797,631323.5613617002,27322.471592607424,65108.601834134985
L011410,128434.13512090963,30,Active,804,545632.6217864275,286891.07282445655,83834.07584178989
L011411,422541.5772087575,0,Active,465,623721.0072831464,124105.71562249729,92240.76657384436
L011412,82034.75247723084,0,Active,451,576908.2275838057,6763.355646292657,65390.064352736765
L011413,107781.36088476374,0,Active,511,96822.34367230115,133678.33719177046,15428.520047976303
L011414,421757.36760338885,60,Active,579,82134.8449497556,386991.2774408347,50827.426864505964
L011415,312327.6671487791,0,Active,625,780434.4545387437,201186.38513368898,94118.46719722768
L011416,926288.8826036012,0,Active,401,385845.35738098307,132926.43637348546,19927.54487428523
L011417,381948.7473264678,30,Active,682,585916.5330217219,499460.889035182,38933.65405473245
L011418,760279.5408513792,0,Active,673,545228.2811813285,288477.498987673,74805.47386465894
L011419,534945.0511025803,0,Active,580,35435.24538915577,110981.41693783981,76328.29089005291
L011420,707044.8119559122,0,Active,779,397317.58717570506,101453.04116784653,94939.79531480781
L011421,267514.82318524516,0,Active,764,417097.54014052625,51647.923841559306,24716.750175064873
L011422,942485.9231099458,0,Active,752,646872.5353074226,305858.88418511546,85830.01854174036
L011423,534787.6119452798,60,Active,572,769743.2949169509,439652.6539423878,5250.800910963327
L011424,833010.8305723972,0,Active,756,231544.14863088934,429966.1967964681,14579.762107698569
L011425,371395.23654135235,0,Active,813,47080.353781859594,469946.63382470136,94303.88550118213
L011426,109209.23556001928,30,Active,638,380243.3769577885,11543.412834734036,88075.3556569484
L011427,676974.5312436403,0,Active,820,23878.023214484136,280657.0523012341,6093.5814407375165
L011428,17682.051854050238,90,Active,422,308335.1867308006,458440.19916376664,6762.824308777615
L011429,480540.0467998532,0,Active,403,218608.63089817687,450150.23964276875,35191.96492204897
L011430,200873.88363979466,0,Active,382,194380.16806033556,135488.70592155322,39997.9293308722
L011431,631101.7493910085,0,Active,408,1288.8188463877625,250972.88553944443,46782.98238811447
L011432,979625.6744064736,0,Active,419,200502.1107965332,47967.000591030315,54849.46131149401
L011433,469758.8772574395,0,Active,751,255933.85441162778,137097.20889533355,13063.052922303765
L011434,819323.27396041,0,Active,527,728829.0770609675,495991.03720531263,98641.48500103182
L011435,512706.34508160985,0,Active,566,70605.63946755583,292549.64149882336,95784.01638924038
L011436,500881.63079298387,0,Active,795,613592.3718678352,499375.1481107878,40884.65563412472
L011437,931119.25824699,0,Active,516,579890.3302716888,8273.546195820214,48773.09692484139
L011438,891066.2100592146,0,Active,585,261001.18572379163,485678.3858155032,36314.8328573927
L011439,787942.4605360946,0,Active,670,725586.8093529928,176957.15691785363,65068.005767105555
L011440,303293.1957836163,0,Active,473,524248.79463311244,41458.348679767274,69930.54218436367
L011441,549558.3315667012,0,Active,573,77598.29938371983,44784.84041250458,53538.73642880508
L011442,231658.26097262817,30,Active,780,163210.90508951386,171955.88388532502,92430.10618853905
L011443,449477.5310660744,0,Active,358,320906.25242724,236840.5857061352,34668.83614057569
L011444,489370.9351021927,0,Active,718,773835.294449903,42636.46696687762,26005.834969959673
L011445,833323.6397676376,0,Active,705,211537.06980559378,425771.40779660613,65567.35209053448
L011446,897068.0816717432,0,Active,669,342571.6658265186,242996.00121999497,16258.070622805077
L011447,420473.8617725131,60,Active,514,448537.59579444973,182462.26850930654,57723.30243585751
L011448,27527.400622504836,0,Active,606,284413.1115547401,260757.89657080322,32328.50596061815
L011449,863156.1013914611,0,Active,364,560779.3664903612,243772.55405518477,13731.45044857177
L011450,182535.89171634708,0,Active,698,528713.5171817867,51585.12196503506,31646.3224400092
L011451,625663.1442514895,90,Active,711,48325.169040738205,25063.004161973102,20254.14460649817
L011452,34721.19142978988,30,Active,551,342998.19431324047,339301.0262767211,62949.26938879805
L011453,405511.4105079586,0,Active,597,624866.0269339449,243823.2345900369,5171.404678399039
L011454,986100.6990941963,0,Active,447,511929.3049425405,12251.838808178927,81833.6105421435
L011455,109686.66509276506,60,Active,527,368149.0743882552,333383.24022705737,58424.26109976908
L011456,429456.2204796459,0,Active,496,583895.1341808697,352834.165813804,85707.12818292555
L011457,314078.45068805263,0,Active,542,536390.4080395983,485009.9507165877,16027.278837781534
L011458,906037.2421543816,30,Active,470,670087.9548210641,315013.2901038998,47222.72129830101
L011459,870646.7068282816,0,Active,762,40796.933529335176,137510.70208222166,66794.1746694934
L011460,245321.77270316653,0,Active,557,428223.6772653981,119355.11775000406,14582.787964451827
L011461,90375.90917992686,0,Active,771,528257.3138591083,228739.52123510948,1394.692818335086
L011462,630867.0101205063,90,Active,450,540352.4401836724,46185.04800359619,94301.33995395119
L011463,343005.0247648727,0,Active,729,737950.5782138305,247996.52857622172,78075.04875903847
L011464,675363.5467000024,30,Active,681,329293.2413729175,163924.6153939656,78220.7818285916
L011465,41798.55850713633,0,Active,716,636092.11656901,414936.8978600979,92052.21367345807
L011466,142065.24282571452,90,Active,599,628827.4421387487,347473.6095923264,57812.17966530168
L011467,689508.5104449169,90,Active,536,215090.3392895116,128338.41956592568,64155.87973986294
L011468,220246.9487494728,0,Active,452,214637.2788067042,239258.75251509825,20898.176280157542
L011469,859011.7990047776,0,Active,590,754276.1796005277,358436.3192450622,47038.23742506754
L011470,68004.97883303408,0,Active,718,259522.09470335825,86518.00465005066,15759.229971221934
L011471,223327.1629577189,0,Active,726,331521.68547607237,484505.9473830829,9885.021525381155
L011472,998574.646000218,0,Active,751,483161.3486910599,45857.38255290728,25532.650751596197
L011473,438745.3415609247,30,Active,489,253256.10442404542,476633.0829932611,45951.35972404977
L011474,705936.0069091971,0,Active,458,529440.5599246487,8345.707138478376,63824.497668766075
L011475,190836.41836844353,0,Active,331,231553.1866351739,241726.65532452098,50432.73936946748
L011476,613770.0476356824,0,Active,621,421863.9395918734,144079.73388660784,89445.49050218813
L011477,728845.0076857243,0,Active,359,447669.8074026326,483824.49419056706,32684.042942327396
L011478,321331.86950784543,0,Active,478,640451.6408558205,427766.1177346956,84681.21378519764
L011479,830608.140856119,120,Delinquent,504,688056.820400581,451283.0189897296,43572.01041344831
L011480,607383.4026875604,0,Active,700,545275.7402218228,245852.51895116272,13802.797328710547
L011481,395231.7795188799,90,Active,414,216009.0270446876,52901.36144735996,86583.94425118403
L011482,562065.969409727,30,Active,367,371086.52774565085,123578.71134461557,48930.79948380643
L011483,580993.2389615651,30,Active,522,450278.68777675886,265457.32855396665,14002.96267067348
L011484,173879.93976692736,0,Active,721,238261.2957327914,194485.3701120942,18815.86486253758
L011485,408705.0461682965,0,Active,686,752000.1368915492,163835.4418615685,7218.035580596805
L011486,349996.28213929816,0,Active,609,86899.35635316202,151401.21999928314,64422.230404524904
L011487,406893.6953533348,0,Active,509,666763.4828015557,117084.17763375018,36314.97497914462
L011488,763499.4826004053,180,Delinquent,668,341133.1894715148,268964.1714620708,96641.85825370789
L011489,487713.02339200594,0,Active,837,756407.7173955896,344111.9101021315,53843.49913309608
L011490,940912.9917068717,0,Active,627,426033.7827259935,345546.8091617669,24544.81023456242
L011491,300739.6492248518,0,Active,387,583767.0184872451,22337.268129214106,58890.04232936342
L011492,421546.5425020797,0,Active,406,587585.1688417632,13474.204943350498,97670.81758825356
L011493,789087.242374251,0,Active,536,558402.8326306291,43617.17535777193,2313.162544930869
L011494,550564.3473875427,0,Active,611,39501.94394456314,8871.896766996846,16983.78507150774
L011495,551557.8649602033,30,Active,503,497738.1020515352,220205.19025871705,92815.54794669812
L011496,62806.76137513168,0,Active,836,715847.5334879583,26835.59081815584,2455.7727624442196
L011497,404613.66609127127,0,Active,326,674806.3765780989,217815.61384351723,96334.79129352314
L011498,278026.39509751514,0,Active,654,731957.7454532289,168450.58522318403,62782.44493928158
L011499,999341.7716028042,0,Active,833,355510.1903863313,29304.662561132176,23167.316829793082
L011500,315271.5199259872,0,Active,503,363679.65470624395,42369.21603927468,8968.45671128238
L011501,885651.5694459248,120,Delinquent,610,646549.9884109977,386043.91369633406,10413.321486979077
