Asset_ID,Asset_Type,Asset_Value,Outflow_Amount,Funding_ID,Funding_Amount,Maturity_Date,ASF_Weight,RSF_Weight
A011621,Government Bond,1972452.6077010666,1316537.945686958,F011621,2341124.067486514,2025-08-04,98.19392273788121,10.073072211923279
A011622,Corporate Bond,568755.8058133551,515459.7437546365,F011622,4209174.517354523,2025-09-11,77.81548193305603,59.85892420464329
A011623,Government Bond,899504.7488169762,1848847.7364782917,F011623,416570.4833495879,2022-05-08,59.534506377900456,58.35751696005227
A011624,Government Bond,1821746.0057112959,1592952.5920832963,F011624,87409.15892414119,2021-08-05,95.74171774946177,98.52853392617635
A011625,Corporate Bond,2964907.5895415526,503012.9897665302,F011625,3540179.4545304165,2030-05-15,82.40226464455662,52.93970786053536
A011626,Corporate Bond,172047.99764836574,336020.55588197423,F011626,3179018.435996115,2030-03-30,65.72073030429314,68.08242866632631
A011627,Government Bond,971783.0124207995,917534.725245419,F011627,3336191.409762756,2027-06-17,95.9922576722615,68.99607088560265
A011628,Cash,3835195.238357963,1816208.425974644,F011628,356500.54895637254,2025-05-15,57.87313237149495,90.01649845271943
A011629,Cash,3173588.7997031864,893404.4136021693,F011629,657631.8748564591,2025-07-23,59.87157121452014,36.015593350656275
A011630,Government Bond,2355435.0287551717,1812874.7677703581,F011630,389950.2680576368,2023-07-05,50.227500111026465,29.470646796861814
A011631,Government Bond,1619584.5972231128,937951.9255231326,F011631,1450320.0255546328,2021-12-08,58.67060180451445,44.525452560283966
A011632,Government Bond,1144028.5436433873,236411.14785555436,F011632,2424847.0610300344,2024-04-11,66.86075723824223,24.765330173628413
A011633,Cash,4477953.198237039,532127.2208507828,F011633,1100579.3556278476,2021-09-03,72.741321727615,66.23314299998734
A011634,Corporate Bond,128360.82285225755,254346.31341257395,F011634,3535730.3346937764,2030-03-09,59.615932058872495,89.79438834435565
A011635,Government Bond,1011730.7209846614,188125.70172476073,F011635,4028649.696799569,2023-12-01,93.25814359479097,59.62003106702484
A011636,Government Bond,1087755.2077642353,1606843.0971236285,F011636,1686625.106910106,2028-04-22,91.02220427632167,75.5728125298819
A011637,Government Bond,1490236.778018772,476241.072215032,F011637,2086842.9120771715,2023-11-27,73.91091041909425,55.520005989174955
A011638,Government Bond,3454252.038801387,1774501.3089603533,F011638,682359.796097002,2022-07-21,95.35532077340989,45.40098864381971
A011639,Corporate Bond,4798171.1294465605,569909.564641313,F011639,371560.9130354221,2029-12-02,93.39870489007086,96.8514124302068
A011640,Cash,3242096.5896148053,175905.3896371596,F011640,1163599.5214433994,2022-11-15,83.39530724665394,16.14033130972426
A011641,Cash,4606663.25803168,1963280.8813890354,F011641,4838915.085654824,2029-03-01,69.34296058045001,46.80306973368421
A011642,Cash,3361437.868106514,1326398.7080866203,F011642,1406621.2653788817,2025-05-26,74.64137620593557,52.68868704678004
A011643,Government Bond,2988325.8582531004,1691369.3260719858,F011643,838315.9421646425,2022-01-10,50.89280796630252,48.677059888908666
A011644,Cash,2276207.9400704484,353207.51433921215,F011644,2024841.2032751127,2028-01-31,71.1468503966592,66.94640364304318
A011645,Government Bond,3496484.806865296,1840717.8200430041,F011645,3005399.5008097817,2024-12-26,53.24018189017548,37.10597592549036
A011646,Corporate Bond,2747575.5450654826,692826.4078626492,F011646,3876073.516039163,2026-09-11,97.12967512766912,57.85372491990217
A011647,Cash,2040305.6995700784,307547.39560502546,F011647,3440458.56752501,2029-09-25,74.42684071732009,80.95339547166567
A011648,Cash,3870139.026824321,562063.760800199,F011648,4228547.692828709,2026-07-16,57.14773755431963,52.66500713568549
A011649,Cash,861367.3999110514,1800503.685442332,F011649,731407.8202332804,2026-04-24,65.79379967943265,91.40062651744147
A011650,Cash,2101724.253793313,228176.64534709338,F011650,2144805.8535398412,2023-10-16,50.428154199531214,73.49940072111929
A011651,Corporate Bond,3418624.478520184,1813229.3882494601,F011651,804452.4673716798,2025-07-15,59.91866544258285,33.96913466080064
A011652,Cash,4062722.748757316,1034421.3732308266,F011652,383328.17364686006,2024-04-26,83.15450050331947,46.94142714791001
A011653,Cash,3894510.140173361,1413985.8322738353,F011653,67481.89568471457,2029-05-06,81.89717176435215,31.510658263528846
A011654,Corporate Bond,3654379.131447155,1627454.9943725166,F011654,2502257.8969561774,2026-12-07,55.419039027125415,48.92338396852733
A011655,Cash,2787094.4465635046,1272199.7323662976,F011655,1843058.0257501402,2024-02-14,71.57617907084058,40.81076566998479
A011656,Government Bond,2216921.3379873694,1633469.4034556046,F011656,1168635.3861528595,2029-02-19,80.98733297064352,76.27767261122443
A011657,Cash,4557455.89164711,1746140.0402836634,F011657,4115607.872433171,2022-04-04,68.33937825408937,69.0315030870419
A011658,Corporate Bond,2563428.9665661515,1231389.3925963829,F011658,3803566.9548331834,2024-08-10,89.01177192674629,28.701363393472107
A011659,Cash,4343926.609941064,1427176.216327544,F011659,4356650.908988694,2027-03-24,77.46632578668456,15.656259666627694
A011660,Government Bond,1091313.6864395898,783876.565025334,F011660,4455550.063741475,2029-01-31,61.78150717805548,76.28071951748971
A011661,Corporate Bond,1446293.1778835556,160521.50623686134,F011661,3730988.1940343357,2026-11-07,94.62158886095054,97.01285635551726
A011662,Government Bond,3017107.3014847594,1981740.774192983,F011662,4119428.2536451085,2029-10-31,75.18659094568491,73.85759537417678
A011663,Cash,3192905.1100017284,1815232.18901838,F011663,4134791.12113671,2026-09-03,85.05941249045202,74.40052736731829
A011664,Government Bond,2351542.577790999,677155.6178687935,F011664,4641685.466440489,2021-08-23,81.5238581746695,44.2112097257662
A011665,Government Bond,3259045.8336654995,113525.12849636779,F011665,2799522.193056093,2023-06-14,70.6564868076126,72.7632981211375
A011666,Cash,42272.068394508984,1431779.528016674,F011666,3566430.8146854513,2021-08-19,64.78971188124322,60.77120265857818
A011667,Corporate Bond,1330754.6738971146,1730134.6696401008,F011667,3532146.572138668,2025-11-18,65.70239159279784,94.81814581624376
A011668,Corporate Bond,2763376.3394928845,1601451.2519071721,F011668,275197.4264527085,2022-01-29,55.545492958047625,30.80855723197396
A011669,Government Bond,2902777.991193323,1304278.6526318546,F011669,1171485.8043341201,2022-06-22,73.63453966170897,89.22087577591654
A011670,Government Bond,1329778.7277645876,1210872.6632685373,F011670,902741.4485973979,2022-10-30,50.30400430805284,64.56959193179122
A011671,Cash,4963048.1702760495,624555.8341747966,F011671,820647.004040852,2024-07-06,59.799752098547124,96.55978713816391
A011672,Cash,346306.42551900004,1298683.474525221,F011672,1696661.0027988278,2026-04-13,95.87175955429718,46.9522065245578
A011673,Government Bond,2434370.50890787,93423.48653196885,F011673,1948502.6441063357,2023-06-25,61.812175730679584,86.92852835949002
A011674,Cash,2055242.103965638,1328702.9203028348,F011674,3756051.4068581136,2022-03-23,92.19612015941503,53.13141106301402
A011675,Government Bond,3509244.3389362385,205568.25588668403,F011675,603833.734312057,2024-05-25,60.176072233510666,26.968451133973566
A011676,Cash,1501423.2329691502,84248.22023305134,F011676,3993406.397062146,2026-12-12,56.139740364836385,56.540965121791984
A011677,Government Bond,1501069.0427140784,1710326.7926160027,F011677,4521372.978348671,2026-01-03,67.9120643651535,74.6803136990976
A011678,Government Bond,992461.493318151,482831.4776365991,F011678,1404578.1894631097,2029-11-05,83.08164772866577,48.57363156970216
A011679,Government Bond,2240137.3760974263,1827581.4562340318,F011679,4794621.130145984,2028-03-06,70.34971604277072,41.642449447628415
A011680,Cash,4104885.3252721056,698623.4307749566,F011680,1016140.4645679728,2022-03-18,55.306686960469534,41.807076773294924
A011681,Cash,3417644.187293405,438166.4128624885,F011681,4585751.813679581,2020-11-05,91.15059296030242,90.4921735751192
A011682,Cash,2378672.667920072,488617.1219551602,F011682,1036805.9217033653,2026-09-30,60.80527099021795,29.031528277157474
A011683,Cash,4728939.519597813,1908595.6823773384,F011683,2536279.529858408,2022-12-13,59.542570127903396,69.71190540316715
A011684,Government Bond,4458798.225879768,714648.3016212719,F011684,4190156.4894246734,2027-09-10,58.676883028686454,23.816688549946633
A011685,Cash,2823115.046509571,1396450.4144071706,F011685,4430370.905885297,2030-06-13,96.65031494451304,49.34974346688526
A011686,Government Bond,4035486.6955637964,1796687.9686969984,F011686,1938299.3881672951,2021-05-02,99.76928366910468,94.01966310507123
A011687,Government Bond,471580.0674659585,1688561.2935229368,F011687,305240.2904669064,2029-05-21,88.037554388935,98.11987691333495
A011688,Government Bond,4584255.336256962,1093195.0000324224,F011688,2567209.067532785,2023-01-02,84.26635178895908,12.671711585692423
A011689,Cash,4514093.153278511,1998227.087656546,F011689,4865302.644063256,2023-06-06,83.1574563126844,78.84711859248705
A011690,Government Bond,2121162.5689990665,1737695.1178771348,F011690,4594864.911062537,2027-09-06,85.66239822380204,89.80103420790691
A011691,Cash,4782026.231177996,1294304.392314125,F011691,3642516.98101696,2023-04-23,59.27859659545231,51.90306896089787
A011692,Cash,775779.0951650876,957004.7858068104,F011692,285919.40374438313,2026-02-02,88.5261387931488,51.64219453934776
A011693,Government Bond,1343950.6101838776,1763423.9014317475,F011693,310779.91317601694,2027-06-14,71.70655639835775,34.15225926707335
A011694,Cash,3677944.6209748294,61832.37136522792,F011694,4387942.800237616,2027-11-07,66.85784227571001,73.31334361452512
A011695,Cash,4471458.519306799,1539247.9056215838,F011695,3237995.5998974564,2026-10-21,65.75585490332801,36.582366571264295
A011696,Government Bond,1049884.9536477425,557141.0355395916,F011696,962198.2331990134,2024-04-12,68.19368122044395,94.10205976369069
A011697,Cash,4716039.008434819,1462854.3843233169,F011697,4424429.6487295255,2029-02-06,64.84178026674302,31.842955915997074
A011698,Corporate Bond,3656580.55663756,1111605.0378396763,F011698,1292349.6662272455,2021-10-19,91.61029969422853,57.25644313613863
A011699,Corporate Bond,4679302.757212422,885755.8632771128,F011699,1642817.1847566732,2028-07-03,50.66838783475689,89.4851732035514
A011700,Corporate Bond,1917142.1950621873,352655.40903229144,F011700,4851342.71066384,2028-06-20,85.53597222247726,29.759972255201845
A011701,Corporate Bond,4002743.4061351274,1310986.2423900738,F011701,2353596.5984753263,2027-10-12,88.3968590247283,48.760508919779134
A011702,Corporate Bond,2354062.847038213,585686.1557909261,F011702,768445.2356483286,2026-03-17,60.479472120437364,81.95598033565446
A011703,Government Bond,4723801.430997175,1791769.9241764355,F011703,4070788.504454301,2022-08-31,80.44509245941748,83.65474263629802
A011704,Cash,778398.3999018873,1228612.815408837,F011704,2905589.106512949,2028-09-05,59.905831683889375,11.862426024092672
A011705,Corporate Bond,4754807.619131087,1420661.5019704953,F011705,1689943.782780241,2023-06-19,51.08634973191028,86.04685439005115
A011706,Cash,2049489.0975833677,1581433.210475137,F011706,2651102.6953589767,2027-05-01,79.61565755070043,26.841320852017184
A011707,Cash,4826036.953373245,499524.6527639941,F011707,2989242.0856544334,2025-02-13,90.50676889759987,81.50185465332957
A011708,Corporate Bond,151142.92997081488,702077.7298010493,F011708,1565978.7152465025,2023-07-22,89.40191291182262,99.28437751507471
A011709,Government Bond,4118837.9189676093,842119.1141188801,F011709,1134713.6927566812,2022-05-19,78.54575670799227,70.30157118331323
A011710,Government Bond,3186215.5615901668,1897885.6655213337,F011710,4079442.7884738497,2023-09-30,57.287564895251755,63.540662634199556
A011711,Corporate Bond,4510199.35300242,388604.0344275078,F011711,2058920.94716835,2026-01-22,75.82798545257776,19.3380592284239
A011712,Cash,634735.4838367167,767474.9087933679,F011712,2624192.782897165,2023-07-29,60.466214630980254,44.130183356799414
A011713,Government Bond,3589761.1160496837,431203.3292584603,F011713,205943.02930701966,2022-04-24,72.88593425602016,72.34942245025556
A011714,Cash,4702870.674073682,1383539.8042845526,F011714,768802.2726502562,2021-04-05,65.56297496725331,46.63255783473636
A011715,Government Bond,4596605.610018678,1634274.9786164751,F011715,1145731.3674365382,2027-11-17,77.41980630652068,29.828863715786103
A011716,Cash,998344.6117640372,808427.4886035429,F011716,4504521.759510696,2030-04-02,50.77076821403572,12.308842192691378
A011717,Cash,2556192.2260346133,1409623.1522389143,F011717,1524120.9564426083,2021-07-20,87.21459416982958,34.36758429378191
A011718,Cash,4478047.127247418,302059.23103315424,F011718,4200230.514699044,2020-08-08,74.58136935555015,80.37811209973925
A011719,Government Bond,4142147.3481104593,328396.15477418486,F011719,2368223.0099297706,2020-10-19,91.3866604079889,17.41752060138714
A011720,Cash,3325475.3459764887,1896597.554710104,F011720,1856266.4757102425,2024-11-03,97.82477767203744,66.72497603356896
A011721,Cash,2141099.348947084,942167.99382165,F011721,95399.03515780852,2030-01-31,71.79165736768712,71.29253847270323
A011722,Cash,3372550.220727012,284041.7509597278,F011722,485184.2155526266,2024-08-06,81.89483922095737,17.903128432103287
A011723,Government Bond,1720166.9063930819,43085.805693389615,F011723,3576365.774966799,2023-09-16,97.30755404515551,55.14791401540176
A011724,Corporate Bond,3450715.455983922,1980079.0501010877,F011724,1770011.4181259745,2025-02-12,56.03096406464654,85.97274625933078
A011725,Corporate Bond,3720831.390891415,986482.1908106669,F011725,4831723.8226049375,2021-12-16,89.0995720259674,33.64275844993473
A011726,Cash,51486.01062399138,1222879.1778205577,F011726,2856920.6812915388,2030-02-05,82.4521224714929,22.76391960533793
A011727,Cash,3581515.967264435,545506.6188777173,F011727,3565208.993898438,2025-09-12,57.89098159162563,25.161120713386637
A011728,Cash,1070585.8807408859,1659292.4092557624,F011728,4592151.351556369,2023-08-25,61.774069162318284,40.77471462908276
A011729,Cash,1870943.7137753884,1300837.9311372854,F011729,3992712.8585057235,2020-08-29,53.64525159136141,14.082283043134375
A011730,Corporate Bond,2172695.4395361403,204120.3438906598,F011730,1594287.9857133464,2029-12-19,86.9958065582102,12.877722540826094
A011731,Government Bond,4934021.205249891,881756.6508801155,F011731,1723272.1325587567,2028-08-12,89.11966719045418,85.78903117997493
A011732,Government Bond,31807.13593206889,846058.0149448101,F011732,743724.119058542,2023-04-13,71.30084860234197,95.55878932030821
A011733,Cash,3874824.335062529,165323.68230121673,F011733,1796459.1614709457,2024-07-19,74.01101545540547,20.35986769107209
A011734,Cash,4327687.786424798,1313033.211528865,F011734,3081255.911129982,2023-01-05,64.81610251474491,54.88743387863616
A011735,Government Bond,1218316.3233298957,205628.21595827737,F011735,3577629.8973249593,2020-07-31,69.82594207408857,87.71168532347379
A011736,Cash,1265114.1944871335,35239.05289266666,F011736,3342130.634912971,2024-04-14,62.73834249399939,88.54678307294955
A011737,Cash,4254631.852160362,58924.83459309493,F011737,2332303.934441384,2020-07-12,98.35111214971491,24.729291061525252
A011738,Cash,3223125.281508677,1424057.9243959964,F011738,1513613.944083532,2022-08-03,93.77098157572577,29.98269846225875
A011739,Government Bond,4464874.530340725,1257916.269343557,F011739,1908881.6814813074,2029-10-03,64.29120760261762,46.41090238988211
A011740,Cash,2560386.5738269254,482195.1780985225,F011740,1750588.228988379,2021-10-08,81.46058953511766,64.06119514937834
A011741,Government Bond,1155386.9389324642,1908381.7455444632,F011741,873615.909340678,2020-07-07,61.14676481984379,62.391674136605644
A011742,Government Bond,4388696.341538477,342927.1845260774,F011742,2796808.554268903,2024-09-01,75.28531862274181,96.70061539764323
A011743,Cash,2154277.809941119,1678165.4298292291,F011743,2822556.4325175686,2030-06-10,80.77237490711079,43.046004277588
A011744,Cash,1425136.4277665773,1258451.9713750202,F011744,1652382.7201616294,2024-03-13,63.60508949827107,91.5994076750459
A011745,Cash,1094735.349702114,256095.2557238815,F011745,1828932.3579810779,2024-01-02,51.182414616271934,18.231753298276804
A011746,Government Bond,4284458.340031425,368822.1433295421,F011746,3085305.443324321,2028-07-04,94.90593474758325,57.05396816179651
A011747,Government Bond,3252750.481815732,1657286.9890629572,F011747,1040004.646981471,2024-03-26,67.29270764908293,90.16787765877666
A011748,Government Bond,3603441.069785402,196138.86812404293,F011748,3136670.392610375,2020-11-17,99.07694426737808,12.138176834780747
A011749,Cash,2939753.952208983,1746259.3021292954,F011749,4562898.964471152,2028-09-15,88.75804994935073,30.4297959510253
A011750,Cash,4877312.04580677,665249.3581764331,F011750,746684.8492376751,2022-05-03,78.53580130776999,49.75283329476736
A011751,Cash,264461.40746294125,1500037.3658445817,F011751,947175.900642257,2024-05-06,54.52291636422029,76.08395079770372
A011752,Cash,2953338.254264879,1177247.3529162449,F011752,4091571.3171499437,2028-03-13,69.56194988984987,33.95711593944796
A011753,Government Bond,4440162.237205018,131460.53596693173,F011753,1471517.0600346185,2026-03-02,96.04727925816294,61.17972523933204
A011754,Cash,505329.9753617815,493883.7304374259,F011754,4133160.8959783567,2024-12-16,93.03506451020738,22.871389975765666
A011755,Government Bond,3584594.564061993,1878251.6319795647,F011755,418793.5319458584,2023-08-05,98.84353751136368,65.04588846263462
A011756,Cash,1038268.644031502,52037.393547810934,F011756,2248911.1262772703,2023-08-17,60.923163108945346,57.6264100280644
A011757,Government Bond,4793794.029795066,1445331.053397539,F011757,1700670.7783479171,2026-05-28,79.67192478864652,97.96674813357258
A011758,Cash,2920994.476307904,1060360.3834538325,F011758,2776028.7481770897,2024-01-10,55.09296969536375,14.033200282117253
A011759,Corporate Bond,2118971.9045340726,654215.5535882941,F011759,2354752.0622787154,2029-02-24,61.369941883082525,83.77085919670134
A011760,Government Bond,448773.35042296717,1791822.9985720546,F011760,1215902.4889193824,2021-06-13,77.1693575772985,56.366679800749765
A011761,Cash,4392257.171461991,908012.5237376024,F011761,3414534.369583705,2028-04-03,61.67494001705923,83.70395672502185
A011762,Cash,1641344.890809676,123389.98004972492,F011762,4359763.876757691,2028-03-28,69.40703613408921,10.17047895209181
A011763,Government Bond,2973433.5697426917,837662.8865102223,F011763,1603435.4304875997,2029-05-22,53.715109563337606,73.15080474941736
A011764,Government Bond,3393450.201154406,1159229.89147565,F011764,2670429.327475288,2022-09-01,82.27609272316386,22.560729258540412
A011765,Cash,3036412.2066100687,1281559.7555611667,F011765,2829938.3709378005,2029-10-05,75.70673605403908,17.055398512551243
A011766,Corporate Bond,931544.2468365905,753628.0286235483,F011766,747144.3126735626,2029-11-09,82.70093311228239,88.29169137051724
A011767,Cash,488473.2379776961,454185.4371073226,F011767,3271484.2817784357,2029-08-24,91.32204127320874,82.22346992166035
A011768,Government Bond,1609858.6700651243,1699944.084815883,F011768,167970.59432778473,2027-01-13,97.20451758553362,24.628720311674833
A011769,Cash,595122.3011563778,681626.0300530883,F011769,1828379.7356560943,2022-07-06,57.41257974721216,22.181149738836854
A011770,Government Bond,3418964.293003084,1475279.3819725171,F011770,2018096.8183492352,2026-01-08,64.97923647016427,77.81424166749595
A011771,Cash,3000741.3519804305,1791790.150905081,F011771,281712.0934444359,2020-11-08,57.45759903215815,68.62577450416873
A011772,Cash,4971533.611867487,1021493.7824204058,F011772,1435759.193183808,2025-11-13,51.428776722550694,29.9331855192265
A011773,Cash,1061913.4575125086,1586726.5452159992,F011773,3856217.952119246,2030-03-21,55.50838281092836,81.5181436522337
A011774,Government Bond,3579446.638879577,1327832.87791981,F011774,3084566.63072946,2026-04-11,65.91374484943509,82.2664267764764
A011775,Cash,2575598.3922649906,1758311.9588431616,F011775,649130.0842198884,2025-08-09,83.46705223212533,62.13959959402683
A011776,Corporate Bond,1421991.3526235938,835406.4031430237,F011776,4655128.318225275,2021-01-05,55.39290936813479,18.151409587853408
A011777,Government Bond,2399119.377357507,687000.7230804408,F011777,4314073.614146848,2022-11-27,58.49045476508118,15.743023870890589
A011778,Government Bond,4468181.415754229,213538.436441188,F011778,170554.50142236287,2023-05-23,89.18834764740444,46.830418480939805
A011779,Government Bond,1954895.8190463819,1352536.5156449063,F011779,1439720.1964219348,2026-12-17,86.70514456775922,50.89290874703301
A011780,Government Bond,1898172.2601004753,191091.34251963432,F011780,4204337.224826247,2028-06-13,58.65106044990566,27.6580139831398
A011781,Corporate Bond,4149872.9769093823,773434.0359136565,F011781,336689.6360452319,2028-02-26,73.6481009450394,43.38128948514623
A011782,Corporate Bond,1793760.0847155857,1618787.9530624617,F011782,3517632.9507276467,2024-09-08,94.07936487139327,18.923549695264462
A011783,Cash,1618986.7937390653,298655.35085923324,F011783,2971877.0311072003,2022-07-04,95.4658183460181,61.09180275527106
A011784,Government Bond,1218485.8642343278,1288469.2154769574,F011784,3360206.3450195733,2029-05-10,55.65717279750893,67.43298938647817
A011785,Government Bond,3443154.4154539565,1301340.0316507411,F011785,4108360.5543267545,2022-10-03,73.63146526076648,35.26100330967374
A011786,Corporate Bond,4386793.341226054,1360674.9864486794,F011786,4329482.922025695,2028-07-26,90.38667097036623,18.14924100720907
A011787,Corporate Bond,3854149.5102184573,838300.764008254,F011787,896787.1706178575,2027-08-09,71.79944214810385,65.96361670004666
A011788,Government Bond,3197380.5186755154,1167084.2087866834,F011788,905757.6896082776,2020-07-24,63.54598627010107,13.815068873789514
A011789,Government Bond,1588576.2425174848,381762.7557300491,F011789,1438466.9433632137,2021-01-15,92.05094694453001,78.74003327579862
A011790,Cash,1254312.6545357928,377159.1496449006,F011790,302471.2628510176,2021-06-20,65.68829931702987,93.94564993287125
A011791,Corporate Bond,2558309.875127622,1796343.8533619405,F011791,1380904.3355972066,2026-08-22,56.68519518085493,54.45576373183525
A011792,Cash,504658.40452272014,77193.49203292998,F011792,4569076.342376792,2022-07-07,92.39373804633615,79.5684243512099
A011793,Government Bond,2170040.6140391924,74463.59956108534,F011793,2205378.4167115935,2020-12-01,51.151305460071924,83.77373044874099
A011794,Government Bond,3071362.3626079904,77671.09712262554,F011794,43326.13919103412,2027-07-28,54.53501185111022,45.93735580390461
A011795,Government Bond,4214662.145905533,617815.8219759469,F011795,1693833.7087203276,2023-08-21,85.7312166645172,27.074490013627738
A011796,Cash,1857561.2391879621,499523.2457790665,F011796,1270268.2883523896,2026-09-17,68.3849955899596,58.03673659227199
A011797,Cash,1075856.9623228144,1092032.9929123041,F011797,3123822.207191087,2028-11-04,84.0195762358408,37.826391658116435
A011798,Corporate Bond,2669724.026597367,1904536.2016533113,F011798,2715902.7667108118,2023-07-05,50.38506422113604,10.806809045945942
A011799,Cash,2364470.328841608,163310.8179882992,F011799,110661.34776222348,2030-01-20,64.0868313555598,66.75901891007382
A011800,Cash,1730418.708816574,1168012.479701786,F011800,1170571.2444459067,2022-06-18,68.26161051739813,39.99343534554616
A011801,Cash,770512.1061445475,1441291.407275162,F011801,982016.5144541961,2025-02-12,71.31694290586984,42.92416224955603
A011802,Cash,3755304.940020514,1889200.9199510242,F011802,2891704.816136794,2025-10-22,80.58347256746032,63.34977054922648
A011803,Cash,1395991.4548990706,1484875.6806886361,F011803,1415184.0013189628,2027-06-26,60.83826907612627,88.08920783930697
A011804,Government Bond,2627231.661587069,1988190.3178968774,F011804,3613985.449195688,2027-09-14,98.92730247078661,61.67908724653478
A011805,Government Bond,929315.7628544845,619771.3342397822,F011805,1021256.6539011626,2021-07-31,87.69830239525467,75.36408267528128
A011806,Corporate Bond,4837484.186371712,1801130.294110601,F011806,2785249.241111969,2024-02-02,74.5253378817434,72.89727392161049
A011807,Government Bond,4057031.33204526,118225.0491185,F011807,4531200.813913644,2029-05-17,86.57700127253818,96.74565315100467
A011808,Government Bond,3699237.855607077,1174208.9440447753,F011808,4624817.901262205,2025-11-17,94.77026116782491,54.76239959208702
A011809,Government Bond,2215348.9857973675,1838834.3619741343,F011809,2940240.4271898535,2030-03-28,82.97700164266251,21.998621960460277
A011810,Corporate Bond,4497458.091337819,1451226.4292794121,F011810,1966564.5251034778,2026-03-06,74.08850505391202,21.982637790647033
A011811,Government Bond,69928.11866598384,345191.627752527,F011811,3987567.0572518106,2020-09-04,82.12769579013863,44.631886926952156
A011812,Cash,3040008.0958313053,755930.9883021131,F011812,4173448.2657950413,2021-06-14,79.98034575913455,10.472519452979945
A011813,Government Bond,1943339.0645358537,288258.68555483985,F011813,297984.6142404272,2021-12-14,83.17303063813235,90.82189163423769
A011814,Government Bond,197400.2737079757,685089.0378923869,F011814,1661288.3611075587,2023-07-01,75.95391433693929,55.65287056116732
A011815,Government Bond,1182096.8087969825,1417421.5686710032,F011815,956095.7164345513,2029-08-24,56.22463917111148,45.74279472991158
A011816,Government Bond,774462.9113688612,279932.5768993948,F011816,2461547.8794575664,2029-11-20,84.50337904371642,88.30114800303082
A011817,Government Bond,2256819.521429026,996113.547585153,F011817,1650438.5548340036,2022-12-31,93.98349738468092,84.4932196392884
A011818,Cash,4183241.4774833242,510211.9045628117,F011818,3302233.2997969245,2025-08-22,59.23319509992942,30.29686334441356
A011819,Cash,1283470.7468829916,142107.15505748952,F011819,4423246.67521788,2024-11-14,65.16267001520048,54.919990009340005
A011820,Corporate Bond,3197780.999078318,227417.95571413267,F011820,1738282.4243960644,2022-01-26,82.42156138577857,42.87903355805115
A011821,Government Bond,1110067.860639372,49951.006722685226,F011821,4409316.974958021,2022-09-11,65.98996136153227,98.31608985835581
A011822,Cash,1066600.1907464315,529808.1323554325,F011822,3176809.627633541,2025-06-21,85.09971919436208,59.313781781473196
A011823,Cash,781014.3994704171,1899428.008074782,F011823,2992134.5223822813,2026-03-05,79.44527160333897,80.76132446663475
A011824,Government Bond,2476864.5112375827,1068565.5527786822,F011824,3700797.552816824,2027-05-29,91.20168454901133,78.48272043264616
A011825,Government Bond,1962785.142809091,943492.5613255786,F011825,2036744.7692174143,2030-01-01,57.55201060103366,71.15725081266203
A011826,Government Bond,833642.821126358,319051.5018447925,F011826,3001522.481911304,2026-09-11,71.05076860705191,94.74584362546526
A011827,Government Bond,1817401.8133121338,803723.7677522638,F011827,894312.2301894209,2022-04-26,69.24076158596023,89.72428327506066
A011828,Cash,780350.2793895148,390527.93964040687,F011828,605905.1677330426,2027-03-01,58.62421850291711,78.47622885902408
A011829,Cash,1928956.9978685065,856862.8927764993,F011829,4644852.711147644,2022-08-07,81.09423020536781,58.617522013594446
A011830,Government Bond,3346929.1621592767,968413.0307111779,F011830,3995623.840166757,2020-09-07,89.2278386583971,71.83504855418201
A011831,Government Bond,4500816.952811907,1783586.3381407657,F011831,915730.3533198411,2026-03-07,56.719433701379415,49.6973123746101
A011832,Government Bond,1659242.5584309602,1475769.441048057,F011832,3651352.3612911296,2027-04-21,80.81889628443983,53.059351262641265
A011833,Corporate Bond,1213949.8177505787,1535388.2643463037,F011833,3525246.8394258027,2029-11-07,63.286694045820965,38.35957219636427
A011834,Government Bond,1753752.575702537,1880645.67057706,F011834,3375190.3307470614,2027-05-10,83.10775308318452,95.41583487028393
A011835,Government Bond,1956834.388142711,1493778.6685922774,F011835,2614369.3449763525,2022-08-16,96.86849085957391,99.9447460936261
A011836,Cash,2345473.243255221,1424359.66140172,F011836,309223.2070561697,2023-09-16,57.340536948393996,18.646050264653297
A011837,Cash,1947307.6656285594,1424763.480330989,F011837,422009.9324898923,2022-05-14,60.09447991671681,38.77296163106835
A011838,Cash,4625194.367114041,990653.7831959579,F011838,583547.0834723213,2030-05-20,98.29348179836444,39.708878097890164
A011839,Cash,1842367.6473407259,298494.92242999043,F011839,328420.0632233442,2024-11-04,60.14245264599482,10.758570227163398
A011840,Cash,243537.16808753254,1219599.1596079902,F011840,1569045.6158438807,2029-03-07,63.74977850937617,58.562667356030374
A011841,Corporate Bond,3853006.193945783,722740.0962083705,F011841,2799410.7510713367,2029-01-11,69.61692600328385,63.650947974431645
A011842,Corporate Bond,2067678.1744119457,1937664.8552938893,F011842,1712174.7297717456,2024-07-13,88.01653950736534,86.7332076909792
A011843,Corporate Bond,3277800.1987500507,400822.9185974458,F011843,4437748.332944091,2026-10-16,95.18281960701884,29.50693622271836
A011844,Cash,3020198.7897913186,1303198.4209204058,F011844,1205019.134601482,2024-08-17,96.0470103317048,34.73186343461177
A011845,Cash,4230592.592633498,1714316.8164129797,F011845,257803.78853045424,2028-04-16,79.16738212336773,69.98888599776176
A011846,Cash,3700447.052022824,863519.7620890538,F011846,1012676.6335151035,2027-05-24,91.55964155972876,87.535373592558
